## JACUSA2 Version: 2.0.0-RC18 rt-arrest -F 1280 -c 4 -p 10 -P1 FR-SECONDSTRAND -P2 FR-SECONDSTRAND -r MazF_vs_cond2_FTO_RC18_rtarrest_plain_result.out SRR8450805_STARmapping_uniq_rmdup.bam,SRR8450807_STARmapping_uniq_rmdup.bam,SRR8450809_STARmapping_uniq_rmdup.bam SRR8450806_STARmapping_uniq_rmdup.bam,SRR8450808_STARmapping_uniq_rmdup.bam,SRR8450810_STARmapping_uniq_rmdup.bam
#contig	start	end	name	pvalue	strand	arrest11	through11	arrest12	through12	arrest13	through13	arrest21	through21	arrest22	through22	arrest23	through23	info	filter	ref
14	99398802	99398803	rt-arrest	0.034078482443952174	-	5,0,0,0	9,0,0,0	5,0,0,0	6,0,0,0	6,0,0,0	8,0,0,0	6,0,0,0	27,0,0,0	7,0,0,0	14,0,0,0	1,0,0,0	12,0,0,0	arrest_score=4.4907621002581095	*	A
14	100278037	100278038	rt-arrest	0.003695769119589132	+	20,0,0,0	70,0,0,0	15,0,0,0	66,0,0,0	19,0,0,0	75,0,0,0	6,0,0,0	83,0,0,0	5,0,0,0	66,0,0,0	10,0,0,0	61,0,0,0	arrest_score=8.42755524036778	*	A
14	101925871	101925872	rt-arrest	0.03530062762064301	+	25,0,0,0	16,0,0,0	20,0,0,0	16,0,0,0	21,0,0,0	21,0,0,0	28,0,0,0	15,0,0,0	26,0,0,0	10,0,0,0	34,0,0,0	15,0,0,0	arrest_score=4.430574326259375	*	A
14	101983569	101983570	rt-arrest	0.005003578917530893	+	3,0,0,0	11,0,0,0	3,0,0,0	10,0,0,0	2,0,0,0	14,0,0,0	1,0,0,0	39,0,0,0	*	24,0,0,0	*	11,0,0,0	arrest_score=7.878144591520922	*	A
14	102081242	102081243	rt-arrest	0.02972357378308388	-	0,0,3,0	0,0,140,0	0,0,4,0	0,0,145,0	0,0,4,0	0,1,160,0	0,0,4,0	0,0,278,0	*	0,0,221,0	0,0,1,0	0,0,161,0	arrest_score=4.725208828051109	*	G
14	102083913	102083914	rt-arrest	0.03191069301285521	-	0,0,3,0	0,0,43,0	0,0,2,0	0,0,49,0	0,0,3,0	0,0,66,0	0,0,1,0	0,0,74,2	0,0,1,0	0,0,73,0	*	0,0,72,2	arrest_score=4.603288365935441	*	G
14	102506903	102506904	rt-arrest	0.024062787304405364	-	*	7,0,0,0	1,0,0,0	3,0,0,0	3,0,0,0	20,0,0,0	4,0,0,0	6,0,0,0	2,0,0,0	2,0,0,0	3,0,0,0	5,0,0,0	arrest_score=5.09010120915363	*	A
14	103519768	103519769	rt-arrest	0.04421809163360779	-	0,1,0,0	0,339,0,0	0,2,0,0	0,405,0,2	0,4,0,0	0,411,0,1	0,1,0,0	1,649,1,0	*	0,448,0,0	*	0,331,0,0	arrest_score=4.048214445123449	*	C
14	103519769	103519770	rt-arrest	0.04561433436730311	-	0,0,1,0	0,2,336,0	0,0,3,0	0,0,405,0	0,0,3,0	0,0,400,0	*	0,0,652,2	*	0,0,451,1	*	0,0,334,0	arrest_score=3.995780031196773	*	G
14	103519795	103519796	rt-arrest	0.016662069028629878	-	*	0,272,0,4	*	0,334,0,2	*	0,309,3,0	0,5,0,0	1,545,0,2	0,3,0,0	0,387,0,0	0,1,0,0	0,274,0,0	arrest_score=5.731623797866632	*	C
14	103519924	103519925	rt-arrest	0.015932478587988075	-	*	310,0,0,0	*	345,0,0,0	*	365,1,0,0	4,0,0,0	502,0,0,0	3,0,0,0	331,0,0,0	2,0,0,0	225,0,0,0	arrest_score=5.810310755958199	*	A
14	103520503	103520504	rt-arrest	0.018281612087918897	-	*	0,0,268,0	*	0,2,296,0	*	0,0,337,2	0,0,2,0	2,0,450,0	0,0,5,0	0,1,397,0	0,0,2,0	0,1,311,0	arrest_score=5.568960373557275	*	G
14	103521942	103521943	rt-arrest	0.04901110484656723	-	3,0,0,0	87,0,0,0	5,0,0,0	109,0,0,0	3,0,0,0	122,0,2,0	3,0,0,0	167,0,0,0	*	117,0,0,0	*	64,0,0,0	arrest_score=3.87497277057264	*	A
14	103522349	103522350	rt-arrest	0.02657468757043946	-	0,0,4,0	0,0,151,2	0,0,2,0	0,0,165,0	0,0,2,0	0,0,176,0	*	0,0,236,0	*	0,0,182,0	*	0,0,125,0	arrest_score=4.918232729949523	*	G
14	103712971	103712972	rt-arrest	0.03957660096564675	-	2,0,0,0	4,0,0,0	4,0,0,0	5,0,0,0	2,0,0,0	6,0,0,0	2,0,0,0	13,0,0,0	*	6,0,0,0	*	6,0,0,0	arrest_score=4.235944345655298	*	A
14	103921523	103921524	rt-arrest	0.03666003138464058	-	0,0,0,4	0,0,0,7	0,0,0,1	0,0,0,9	0,0,0,2	0,0,0,16	*	0,0,0,14	*	0,0,0,6	*	0,0,0,4	arrest_score=4.366136036687607	*	T
14	104773979	104773980	rt-arrest	0.02401510630680892	-	0,0,7,0	0,0,13,0	0,0,4,0	0,0,12,0	0,0,7,0	0,0,14,0	0,0,5,0	0,0,24,0	0,0,3,0	0,0,18,0	0,0,2,0	0,0,19,0	arrest_score=5.093541115940752	*	G
14	105420051	105420052	rt-arrest	0.02480839220224962	+	5,0,0,0	43,0,0,0	5,0,0,0	45,0,0,0	7,0,0,0	49,0,0,0	14,0,0,0	55,0,0,0	14,0,0,0	46,0,0,0	7,0,0,0	33,0,0,0	arrest_score=5.0372115608042805	*	A
14	105464486	105464487	rt-arrest	0.012226040325707621	+	3,0,0,0	19,0,0,0	7,0,0,0	13,0,0,0	5,0,0,0	20,0,0,0	12,0,0,0	14,0,0,0	8,0,0,0	12,0,0,0	5,0,0,0	2,0,0,0	arrest_score=6.277791056688642	*	A
14	105470353	105470354	rt-arrest	0.018267354399935543	+	2,0,0,0	10,0,0,0	8,0,0,0	19,0,0,0	5,0,0,0	18,0,0,0	19,0,0,0	27,0,0,0	13,0,0,0	12,0,0,0	8,0,0,0	12,0,0,0	arrest_score=5.570326482794371	*	A
15	22869952	22869953	rt-arrest	0.036165679792696026	-	15,0,0,0	57,0,0,0	5,0,0,0	79,0,0,0	7,0,0,0	74,0,0,0	7,0,0,0	100,0,0,0	2,0,0,0	61,0,0,0	5,0,0,0	83,0,0,0	arrest_score=4.389275429967711	*	A
15	30646173	30646174	rt-arrest	0.011904440513348713	+	0,4,0,0	0,25,0,0	0,4,0,0	0,7,0,0	0,3,0,0	0,17,0,0	0,1,0,0	0,26,0,0	*	0,13,0,0	*	0,20,0,0	arrest_score=6.325045913210232	*	C
15	32637368	32637369	rt-arrest	0.031070982621736576	+	3,0,0,0	4,0,0,0	3,0,0,0	11,0,0,0	5,0,0,0	3,0,0,0	2,0,0,0	27,0,0,0	2,0,0,0	10,0,0,0	1,0,0,0	5,0,0,0	arrest_score=4.649036503774653	*	A
15	34341906	34341907	rt-arrest	0.011288128185498625	-	8,0,0,0	104,0,0,0	8,0,0,0	85,0,0,0	10,0,0,0	95,0,1,0	7,0,0,0	167,0,0,0	5,0,0,0	124,0,0,0	4,0,0,0	112,0,0,0	arrest_score=6.419384437282133	*	A
15	34380880	34380881	rt-arrest	0.013709480791987638	-	2,0,0,0	3,0,0,0	3,0,0,0	7,0,0,0	4,0,0,0	13,0,0,0	9,0,0,0	8,0,0,0	6,0,0,0	3,0,0,0	5,0,0,0	1,0,0,0	arrest_score=6.075173843559895	*	A
15	34982947	34982948	rt-arrest	0.04845707296422874	-	1,0,0,0	8,0,0,0	2,0,0,0	18,0,0,0	*	12,0,0,0	8,0,0,0	18,0,0,0	*	4,0,0,0	2,0,0,0	6,0,0,0	arrest_score=3.894062629530481	*	A
15	41262769	41262770	rt-arrest	0.031145770166750575	+	4,0,0,0	9,0,0,0	2,0,0,0	4,0,0,0	3,0,0,0	11,0,0,0	3,0,0,0	29,0,0,0	2,0,0,0	21,0,0,0	2,0,0,0	11,0,0,0	arrest_score=4.644910006162718	*	A
15	41396658	41396659	rt-arrest	0.026863197985342424	-	2,0,0,0	4,0,0,0	2,0,0,0	8,0,0,0	3,0,0,0	8,0,0,0	*	17,0,0,0	*	12,0,0,0	*	10,0,0,0	arrest_score=4.899581944751844	*	A
15	41761788	41761789	rt-arrest	0.04214198591758955	+	2,0,0,0	4,0,0,0	3,0,0,0	3,0,0,0	3,0,0,0	7,0,0,0	1,0,0,0	13,0,0,0	1,0,0,0	7,0,0,0	1,0,0,0	7,0,0,0	arrest_score=4.129492548912822	*	A
15	42160614	42160615	rt-arrest	0.01508962482836207	-	3,0,0,0	14,0,0,0	2,0,0,0	11,0,0,0	2,0,0,0	3,0,0,0	9,0,0,0	9,0,0,0	6,0,0,0	8,0,0,0	7,0,0,0	5,0,0,0	arrest_score=5.9059733931697735	*	A
15	43771235	43771236	rt-arrest	0.018755560484257416	+	*	65,0,0,0	*	51,0,0,0	*	77,0,0,0	2,0,0,0	114,0,0,0	3,0,0,0	72,0,0,0	4,0,0,0	64,0,0,0	arrest_score=5.524164252779656	*	A
15	43771248	43771249	rt-arrest	0.03543051388766294	+	*	82,0,0,0	2,0,0,0	71,0,0,0	3,0,0,0	103,0,0,0	7,0,0,0	149,0,0,0	9,0,0,0	100,0,0,0	5,0,0,0	85,0,0,0	arrest_score=4.424306229660942	*	A
15	48879528	48879529	rt-arrest	0.04980318601127964	+	*	14,0,0,0	*	19,0,0,0	*	24,0,0,0	6,0,0,0	44,0,0,0	1,0,0,0	24,0,0,0	*	9,0,0,0	arrest_score=3.848072768837824	*	A
15	50365899	50365900	rt-arrest	0.0486549880371806	+	2,0,0,0	4,0,0,0	1,0,0,0	4,0,0,0	2,0,0,0	4,0,0,0	1,0,0,0	9,0,0,0	1,0,0,0	15,0,0,0	*	6,0,0,0	arrest_score=3.887216885741509	*	A
15	55181639	55181640	rt-arrest	0.042979885852150734	-	*	35,0,0,0	*	39,0,0,0	*	51,0,0,0	3,0,0,0	63,0,0,0	3,0,0,0	66,0,0,0	1,0,0,0	64,0,0,0	arrest_score=4.09619308274705	*	A
15	55181996	55181997	rt-arrest	0.04039302425716895	-	*	13,0,0,0	*	17,0,0,0	*	25,0,0,0	3,0,0,0	47,0,0,0	1,0,0,0	29,0,0,0	3,0,0,0	25,0,0,0	arrest_score=4.201299090877001	*	A
15	64160153	64160154	rt-arrest	0.0185861684669012	-	5,0,0,0	241,0,0,0	5,0,0,0	262,0,0,0	8,0,0,0	301,0,0,0	3,0,0,0	466,0,0,0	3,0,0,0	337,0,0,0	3,0,0,0	268,1,0,0	arrest_score=5.540039002626145	*	A
15	64160164	64160165	rt-arrest	0.01828898094700082	-	0,0,0,3	0,0,0,196	0,0,0,4	0,2,0,207	0,0,0,1	0,1,1,237	0,0,0,1	0,0,0,374	*	0,1,0,278	*	0,1,0,226	arrest_score=5.568254752947723	*	T
15	65556781	65556782	rt-arrest	0.04303154279868837	+	*	46,1,0,0	*	36,0,0,0	*	48,0,0,0	4,0,0,0	76,0,0,0	2,0,0,0	74,0,0,0	1,0,0,0	45,0,0,0	arrest_score=4.094162542605773	*	A
15	66499472	66499473	rt-arrest	0.0457229211135759	-	12,0,0,0	284,0,1,0	27,0,0,0	283,0,0,0	19,0,0,0	351,0,0,0	24,0,0,0	626,1,0,0	21,0,0,0	449,2,0,0	16,0,0,0	351,0,1,0	arrest_score=3.9917732456765407	*	A
15	66499480	66499481	rt-arrest	0.010199660126823051	-	3,0,0,0	263,0,0,0	4,0,0,0	238,0,0,0	7,0,0,0	311,0,0,0	3,0,0,0	589,0,0,0	2,0,0,0	436,0,0,0	2,0,0,0	327,0,0,0	arrest_score=6.599688662456174	*	A
15	66499513	66499514	rt-arrest	0.027809115873332235	-	*	228,0,0,0	*	215,0,0,0	*	262,0,0,0	5,0,0,0	500,2,0,0	2,0,0,0	385,0,0,1	1,0,0,0	297,0,0,0	arrest_score=4.839862277236534	*	A
15	66499598	66499599	rt-arrest	0.04346877812929928	-	4,0,0,0	177,0,0,0	7,0,0,0	205,0,0,0	4,0,0,0	216,0,0,0	1,0,0,0	342,0,0,1	4,0,0,0	266,0,0,0	3,0,0,0	206,0,1,0	arrest_score=4.077077616878341	*	A
15	66499607	66499608	rt-arrest	0.008377318451671667	-	68,0,0,0	75,2,0,0	83,0,0,0	88,0,0,1	97,0,0,0	95,0,0,0	150,0,0,0	119,0,0,0	125,0,0,0	101,0,0,0	105,0,0,0	71,0,0,0	arrest_score=6.950983093297054	*	A
15	66501860	66501861	rt-arrest	0.04576332796841598	-	*	0,0,0,324	*	0,0,0,377	*	0,2,0,373	0,0,0,3	0,0,0,574	0,0,0,1	0,0,0,488	0,0,0,3	0,0,0,332	arrest_score=3.9902848158963025	*	T
15	66502630	66502631	rt-arrest	0.027173808276377054	-	*	335,0,0,0	*	375,0,1,0	*	411,0,0,0	3,0,0,0	590,0,0,0	3,0,0,0	448,0,0,0	2,0,0,0	347,1,0,0	arrest_score=4.879733887501061	*	A
15	66502659	66502660	rt-arrest	0.047937900434678604	-	*	0,0,0,372	*	0,0,0,424	0,0,0,1	0,0,0,422	0,0,0,3	0,1,0,575	0,0,0,7	0,0,0,417	0,0,0,1	0,0,0,369	arrest_score=3.9121616324691786	*	T
15	66502672	66502673	rt-arrest	0.02841122092053816	-	24,0,0,0	233,0,0,0	34,0,0,0	250,1,0,0	37,0,0,0	241,0,0,0	62,0,0,0	322,0,0,0	41,0,0,0	262,0,0,0	40,0,0,0	205,0,0,0	arrest_score=4.80293959732353	*	A
15	66502681	66502682	rt-arrest	0.020406530988182903	-	5,0,0,0	125,0,0,0	5,0,0,0	154,0,0,0	6,0,0,0	159,0,0,0	3,0,0,0	211,0,0,0	1,0,0,0	177,0,0,0	2,0,0,0	131,0,0,0	arrest_score=5.376778061778168	*	A
15	66504830	66504831	rt-arrest	0.04004662995106445	-	0,4,0,0	0,45,0,0	0,3,0,0	0,34,0,2	0,3,0,0	0,41,0,0	0,3,0,0	0,93,0,0	0,1,0,0	0,62,0,0	0,1,0,0	0,38,0,0	arrest_score=4.215907897276338	*	C
15	66504831	66504832	rt-arrest	0.006505144610207569	-	0,0,4,0	0,0,37,0	0,0,3,0	0,0,32,0	0,0,3,0	0,0,36,1	*	0,0,90,0	0,0,2,0	0,0,59,0	*	0,0,38,0	arrest_score=7.404762087703432	*	G
15	66504842	66504843	rt-arrest	0.04219150940216476	-	0,0,0,3	0,0,0,7	0,0,0,2	0,0,0,7	0,0,0,2	0,0,0,9	0,0,0,2	0,1,0,31	0,0,0,4	0,0,0,17	*	0,0,0,17	arrest_score=4.127505130472088	*	T
15	66548402	66548403	rt-arrest	0.03819259402708397	+	3,0,0,0	10,0,0,0	2,0,0,0	4,0,0,0	3,0,0,0	15,0,0,0	4,0,0,0	7,0,0,0	7,0,0,0	6,0,0,0	5,0,0,0	5,0,0,0	arrest_score=4.296424254174553	*	A
15	68291183	68291184	rt-arrest	0.012698861840458542	+	*	13,0,0,0	*	14,0,0,0	*	30,0,0,0	5,0,0,0	31,0,0,0	2,0,0,0	29,0,0,0	5,0,0,0	8,0,0,0	arrest_score=6.210585547996573	*	A
15	68294776	68294777	rt-arrest	0.015771737583973322	+	2,0,0,0	3,0,0,0	2,0,0,0	6,0,0,0	1,0,0,0	3,0,0,0	*	12,0,0,0	*	11,0,0,0	1,0,0,0	11,0,0,0	arrest_score=5.82814590014118	*	A
15	68782974	68782975	rt-arrest	0.041850253291653705	-	8,0,0,0	47,0,0,0	9,0,0,0	54,0,0,0	11,0,0,0	52,0,0,0	12,0,0,0	109,0,0,0	8,0,0,0	72,0,0,0	6,0,0,0	73,0,0,0	arrest_score=4.141250066109933	*	A
15	69452929	69452930	rt-arrest	0.04463422905492809	+	*	0,105,0,1	*	0,103,1,2	*	0,144,1,1	0,3,0,0	3,178,4,0	0,1,0,0	0,121,1,1	0,3,0,0	1,84,1,0	arrest_score=4.032406535145128	*	C
15	69452932	69452933	rt-arrest	0.03461912118080801	+	0,0,0,2	1,0,0,110	0,0,0,3	0,1,3,103	0,0,0,2	1,1,0,140	0,0,0,7	2,5,4,188	0,0,0,10	2,2,1,123	0,0,0,6	4,0,0,93	arrest_score=4.46386306829163	*	T
15	69453001	69453002	rt-arrest	0.011677697345094606	+	0,5,0,0	0,395,0,4	0,6,0,0	0,442,0,2	0,3,0,0	0,502,0,2	0,3,0,0	0,801,0,2	0,1,0,0	0,685,0,2	0,2,0,0	0,553,1,1	arrest_score=6.359157610630064	*	C
15	69453653	69453654	rt-arrest	0.04357292830710846	+	4,0,0,0	418,0,0,0	3,0,0,0	467,0,0,0	3,0,0,0	534,0,3,0	3,0,0,0	828,1,0,0	1,0,0,0	732,0,0,0	1,0,0,0	577,0,0,0	arrest_score=4.073034616187215	*	A
15	69453670	69453671	rt-arrest	0.013000074180444132	+	7,0,0,0	446,0,0,2	9,0,0,0	504,0,0,0	6,0,0,0	548,0,0,0	8,0,0,0	845,0,0,1	3,0,0,0	746,2,0,0	2,0,0,0	604,0,0,0	arrest_score=6.169099807368184	*	A
15	69455252	69455253	rt-arrest	0.04884557337162709	+	2,0,0,0	646,0,0,0	3,0,0,0	715,2,0,0	3,0,0,0	788,0,0,0	1,0,0,0	1187,0,0,0	1,0,0,0	1010,0,0,0	1,0,0,0	904,3,2,0	arrest_score=3.8806523997336626	*	A
15	69455447	69455448	rt-arrest	0.026259562977620554	+	0,0,6,0	0,0,652,3	0,0,9,0	0,0,696,6	0,0,8,0	1,0,750,3	0,0,5,0	0,0,1035,4	0,0,4,0	0,1,887,1	0,0,5,0	2,1,811,1	arrest_score=4.938846011413261	*	G
15	72199362	72199363	rt-arrest	0.01930710252621426	-	0,4,0,0	0,185,0,0	0,7,0,0	0,197,0,3	0,4,0,0	0,251,0,0	0,2,0,0	0,314,0,0	0,1,0,0	0,232,0,4	0,2,0,0	0,205,0,0	arrest_score=5.473483748435683	*	C
15	72199363	72199364	rt-arrest	0.029975474134038893	-	0,0,6,0	0,0,173,1	0,0,5,0	0,0,183,2	0,0,2,0	0,0,239,4	0,0,1,0	0,2,311,4	0,0,2,0	0,0,225,5	0,0,1,0	0,0,198,0	arrest_score=4.710698252252314	*	G
15	72199370	72199371	rt-arrest	0.04130425700777762	-	0,0,5,0	0,0,117,1	0,0,1,0	0,0,128,1	0,0,1,0	0,0,183,0	0,0,1,0	0,0,249,0	*	0,0,186,0	*	0,0,152,0	arrest_score=4.16348825434261	*	G
15	72199424	72199425	rt-arrest	0.04484016627014098	-	*	99,0,0,0	*	105,0,0,0	*	135,1,0,0	3,0,0,0	185,0,0,0	2,0,0,0	144,0,0,0	2,0,0,0	124,0,0,0	arrest_score=4.024640844669193	*	A
15	72199499	72199500	rt-arrest	0.021617954628313618	-	46,0,0,0	44,0,0,0	51,0,0,0	54,0,0,0	59,0,0,0	44,0,0,0	92,0,0,0	67,0,0,0	83,0,0,0	49,1,0,2	77,0,0,0	37,0,0,0	arrest_score=5.276274642885255	*	A
15	72200536	72200537	rt-arrest	0.03360473282857246	-	0,0,4,0	0,0,335,1	0,0,3,0	0,0,354,2	0,0,2,0	0,0,332,1	0,0,1,0	0,0,472,2	*	0,0,308,2	*	0,0,288,0	arrest_score=4.51470234664157	*	G
15	72206749	72206750	rt-arrest	0.022552327362480584	-	7,0,0,0	145,0,0,0	10,0,0,0	125,0,0,0	7,0,0,0	145,0,0,0	4,0,0,0	243,0,0,0	6,0,0,0	169,0,0,0	3,0,0,0	116,0,0,0	arrest_score=5.2026618623808645	*	A
15	72206764	72206765	rt-arrest	0.026095611315426037	-	0,0,3,0	0,0,126,2	0,0,2,0	0,0,104,2	0,0,2,0	0,0,122,0	*	0,0,231,0	0,0,1,0	0,0,155,0	*	0,0,112,0	arrest_score=4.949672504990303	*	G
15	72206774	72206775	rt-arrest	0.02069082789113641	-	9,0,0,0	94,0,0,0	6,0,0,0	90,0,0,1	11,0,0,0	74,0,0,0	7,0,0,0	210,2,0,0	7,0,0,0	150,0,0,0	7,0,0,0	102,0,0,0	arrest_score=5.352647690002982	*	A
15	72207170	72207171	rt-arrest	0.03902791986609966	-	*	0,0,483,0	0,0,1,0	1,0,480,2	*	1,0,458,0	0,0,4,0	0,0,486,0	0,0,3,0	0,0,311,0	*	1,0,310,0	arrest_score=4.259651822681917	*	G
15	72207185	72207186	rt-arrest	0.017649302508322195	-	0,3,0,0	0,276,0,1	0,4,0,0	1,282,0,0	0,7,0,0	0,292,0,1	0,2,0,0	0,380,0,2	0,1,0,0	0,264,0,0	*	0,239,0,0	arrest_score=5.63062848570371	*	C
15	72207231	72207232	rt-arrest	0.025288977347709296	-	0,0,0,6	0,0,0,185	0,0,0,3	0,0,0,180	0,0,0,5	0,0,0,199	*	0,0,0,272	0,0,0,1	0,0,0,209	0,0,0,3	0,0,0,176	arrest_score=5.003988476064023	*	T
15	72207240	72207241	rt-arrest	0.04311408595914601	-	0,0,2,0	0,0,170,0	0,0,3,0	0,2,158,0	0,0,3,0	0,0,161,0	0,0,1,0	0,0,261,2	*	0,0,211,0	0,0,1,0	0,0,165,0	arrest_score=4.090923236683011	*	G
15	72208665	72208666	rt-arrest	0.014433806982801056	-	52,0,0,0	38,0,0,0	44,0,0,0	41,0,0,0	52,0,0,0	54,0,0,0	89,0,0,0	50,0,0,0	88,0,0,0	55,0,0,0	58,0,0,0	36,0,0,0	arrest_score=5.984295452651168	*	A
15	72209724	72209725	rt-arrest	0.03784321358241327	-	0,3,0,0	0,175,0,0	0,2,0,0	0,157,1,0	0,2,0,0	0,188,0,0	*	0,263,0,0	*	0,251,0,0	0,1,0,0	0,155,0,0	arrest_score=4.312055325804977	*	C
15	72209794	72209795	rt-arrest	0.028153907191740157	-	8,0,0,0	110,0,0,0	6,0,0,0	141,0,0,0	6,0,0,0	144,0,0,0	2,0,0,0	239,0,0,0	4,0,0,0	170,0,0,0	5,0,0,0	144,0,0,0	arrest_score=4.818618159478319	*	A
15	72210379	72210380	rt-arrest	0.03732060167904849	-	5,0,0,0	155,0,0,0	5,0,0,0	186,0,0,1	7,0,0,0	235,0,0,0	3,0,0,0	284,0,0,0	4,0,0,0	235,1,0,0	2,0,0,0	217,0,0,0	arrest_score=4.335721211275086	*	A
15	72217456	72217457	rt-arrest	0.03388216754525808	-	0,0,3,0	0,0,492,2	0,0,6,0	0,6,534,2	0,0,5,0	0,0,598,2	0,0,3,0	0,0,711,6	*	0,0,541,0	0,0,1,0	0,0,413,4	arrest_score=4.500640129321255	*	G
15	72217489	72217490	rt-arrest	0.006093106141432436	-	0,4,0,0	0,257,0,2	0,5,0,0	0,296,0,1	0,6,0,0	0,303,0,4	0,2,0,0	0,366,0,0	*	0,286,0,0	*	0,216,0,1	arrest_score=7.522559014641956	*	C
15	72217490	72217491	rt-arrest	0.024393735960225205	-	0,5,0,0	0,251,0,0	0,8,0,0	0,281,0,2	0,2,0,0	0,298,0,0	0,2,0,0	0,356,0,0	*	0,287,0,0	0,1,0,0	0,215,0,0	arrest_score=5.066418341962617	*	C
15	72231170	72231171	rt-arrest	0.04169150249283704	-	0,4,0,0	0,67,0,0	0,2,0,0	0,56,0,2	0,4,0,0	0,86,0,0	0,4,0,0	0,63,0,0	0,6,0,0	0,53,0,0	0,7,0,0	0,36,0,0	arrest_score=4.147684339574425	*	C
15	72260666	72260667	rt-arrest	0.021619018248642874	-	4,0,0,0	2,0,0,0	3,0,0,0	5,0,0,0	4,0,0,0	7,0,0,0	5,0,0,0	19,0,0,0	5,0,0,0	20,0,0,0	1,0,0,0	8,0,0,0	arrest_score=5.276188986907073	*	A
15	72583278	72583279	rt-arrest	0.028070972215073153	+	3,0,0,0	5,0,0,0	6,0,0,0	18,0,0,0	6,0,0,0	14,0,0,0	8,0,0,0	36,0,0,0	3,0,0,0	26,0,0,0	1,0,0,0	15,0,0,0	arrest_score=4.823703324364033	*	A
15	74449294	74449295	rt-arrest	0.0268865011601499	-	*	5,0,0,0	*	16,0,0,0	*	4,0,0,0	3,0,0,0	5,0,0,0	3,0,0,0	10,0,0,0	1,0,0,0	5,0,0,0	arrest_score=4.898084608045792	*	A
15	74461957	74461958	rt-arrest	0.02478653626340821	+	*	12,0,0,0	*	17,0,0,0	*	24,0,0,0	2,0,0,0	24,0,0,0	3,0,0,0	11,0,0,0	3,0,0,0	8,0,0,0	arrest_score=5.038738317187182	*	A
15	74800455	74800456	rt-arrest	0.04084664337356558	+	2,0,0,0	46,0,0,0	2,0,0,0	46,0,0,0	4,0,0,0	52,0,0,0	9,0,0,0	58,0,0,0	5,0,0,0	36,0,0,0	6,0,0,0	46,0,0,0	arrest_score=4.182365829881746	*	A
15	74801091	74801092	rt-arrest	0.0494412546536509	+	8,0,0,0	11,0,0,0	11,0,0,0	10,0,0,0	3,0,0,0	6,0,0,0	4,0,0,0	12,0,0,0	3,0,0,0	16,0,0,0	5,0,0,0	9,0,0,0	arrest_score=3.8603078922918144	*	A
15	74955690	74955691	rt-arrest	0.04997442295317722	-	*	18,0,0,0	*	20,0,0,0	*	18,0,0,0	4,0,0,0	42,0,0,0	3,0,0,0	19,0,0,0	*	32,0,0,0	arrest_score=3.8423167825933433	*	A
15	75467831	75467832	rt-arrest	0.03865259969026236	-	3,0,0,0	7,0,0,0	2,0,0,0	3,0,0,0	3,0,0,0	4,0,0,0	3,0,0,0	15,0,0,0	1,0,0,0	10,0,0,0	1,0,0,0	10,0,0,0	arrest_score=4.2760709219001	*	A
15	75639416	75639417	rt-arrest	0.015412285174155604	-	*	58,0,0,0	1,0,0,0	58,0,0,0	*	63,0,0,0	4,0,0,0	74,1,0,0	4,0,0,0	70,0,0,0	4,0,0,0	45,0,0,0	arrest_score=5.868716466971819	*	A
15	75639551	75639552	rt-arrest	0.04743283501419071	-	*	0,0,25,0	0,0,3,0	0,0,28,0	0,0,1,0	0,0,26,0	*	0,0,81,0	*	1,0,51,0	0,0,1,0	0,0,36,0	arrest_score=3.92996842087166	*	G
15	75934137	75934138	rt-arrest	0.004171086464977658	+	2,0,0,0	21,0,0,0	6,0,0,0	27,0,0,0	5,0,0,0	23,0,0,0	11,0,0,0	20,0,0,0	11,0,0,0	18,0,0,0	10,0,0,0	18,0,0,0	arrest_score=8.207792525587678	*	A
15	78462940	78462941	rt-arrest	0.03569450683116682	+	2,0,0,0	22,0,0,0	4,0,0,0	22,0,0,0	3,0,0,0	24,0,0,0	1,0,0,0	49,0,0,0	1,0,0,0	31,0,0,0	1,0,0,0	20,0,0,0	arrest_score=4.411640118089963	*	A
15	78466276	78466277	rt-arrest	0.021746433533721854	+	1,0,0,0	23,0,0,0	3,0,0,0	29,0,0,0	1,0,0,0	26,0,0,0	7,0,0,0	24,0,0,0	5,0,0,0	17,0,0,0	3,0,0,0	22,0,0,0	arrest_score=5.265959366030756	*	A
15	78921896	78921897	rt-arrest	0.03200168708067819	-	2,0,0,0	2,0,0,0	5,0,0,0	7,0,0,0	2,0,0,0	4,0,0,0	2,0,0,0	16,0,0,0	3,0,0,0	9,0,0,0	*	6,0,0,0	arrest_score=4.5984065310028654	*	A
15	80979459	80979460	rt-arrest	0.04118811412182721	-	3,0,0,0	20,0,0,0	3,0,0,0	18,0,0,0	4,0,0,0	20,0,0,0	3,0,0,0	56,0,0,0	3,0,0,0	34,0,0,0	1,0,0,0	24,0,0,0	arrest_score=4.168258528326987	*	A
15	82044231	82044232	rt-arrest	0.008815246692561618	-	2,0,0,0	2,0,0,0	2,0,0,0	4,0,0,0	2,0,0,0	6,0,0,0	1,0,0,0	18,0,0,0	*	10,0,0,0	*	6,0,0,0	arrest_score=6.859880040802437	*	A
15	82539992	82539993	rt-arrest	0.014576581013020729	-	69,0,0,0	105,0,0,3	71,0,0,0	127,0,0,1	73,0,0,0	125,0,0,0	108,0,0,0	119,0,0,0	91,0,0,0	126,0,1,0	89,0,0,0	114,2,0,0	arrest_score=5.9669367560018145	*	A
